STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
IN;IN0230;9591;MELTON PUBLIC LIBRARY;8496 WEST COLLEGE STREET;FRENCH LICK;47432;8129362177;33750;-866173;3854882
IN;IN0231;9592;ORLEANS TOWN & TOWNSHIP PUBLIC LIBRARY;174 NORTH MAPLE STREET;ORLEANS;47452;8128653270;16438;-864527;3866351
IN;IN0232;9593;PAOLI PUBLIC LIBRARY;100 WEST WATER STREET;PAOLI;47454;8127233841;20990;-864685;385551
IN;IN0233;9691;BATESVILLE MEMORIAL PUBLIC LIBRARY;131 NORTH WALNUT STREET;BATESVILLE;47006;8129344706;111355;-852224;3930024
IN;IN0234;9692;OSGOOD PUBLIC LIBRARY;136 WEST RIPLEY STREET;OSGOOD;47037;8126894011;51500;-852918;3912922
IN;IN0235;9693;TYSON LIBRARY ASSOCIATION, INC;325 WEST TYSON STREET;VERSAILLES;47042;8126895894;22244;-852544;3907178
IN;IN0236;9721;SCOTT COUNTY PUBLIC LIBRARY;108 SOUTH MAIN STREET;SCOTTSBURG;47170;8127522751;52884;-857703;3868464
IN;IN0237;9781;SWITZERLAND COUNTY PUBLIC LIBRARY;205 FERRY STREET;VEVAY;47043;8124273363;25298;-850659;3874649
IN;IN0238;9881;SALEM-WASHINGTON TOWNSHIP PUBLIC LIBRARY;212 NORTH MAIN STREET;SALEM;47167;8128835600;45798;-861008;3860732
IN;IN0239;743;LINCOLN HERITAGE PUBLIC LIBRARY;105 WALLACE STREET;DALE;47523;8129377170;31648;-869876;3817044
IN;IN0241;1457;LOWELL PUBLIC LIBRARY;1505 EAST COMMERCIAL AVENUE;LOWELL;46356;2196967704;76645;-874073;4128993
IN;IN0242;3761;JOYCE PUBLIC LIBRARY;9490 WEST STATE ROAD 120;ORLAND;46776;2608296329;1873;-851711;4173068
IN;IN0243;8063;HUSSEY-MAYFIELD MEMORIAL PUBLIC LIBRARY;250 NORTH FIFTH STREET;ZIONSVILLE;46077;3178733149;212823;-862657;3995358
IN;IN0244;9161;GREENSBURG-DECATUR COUNTY CONTRACTUAL PUBLIC LIBRARY;1110 EAST MAIN STREET;GREENSBURG;47240;8126632826;92431;-854677;3933667
IN;IN0247;IN0247-001;NORTH WEBSTER COMMUNITY PUBLIC LIBRARY;301 NORTH MAIN STREET;NORTH WEBSTER;46555;5748347122;102449;-856979;4132699
IN;IN0248;3011;ADAMS PUBLIC LIBRARY SYSTEM;128 SOUTH 3RD STREET;DECATUR;46733;2607242605;250000;-84925;4082919
IN;IN8007;IN8007;YORKTOWN PUBLIC LIBRARY;8920 WEST ADALINE STREET;YORKTOWN;47396;7657599723;103560;-854909;4017472
KS;KS0001;KS0265;RANDALL PUBLIC LIBRARY;107 MAIN ST.;RANDALL;66963;7857392380;804;-980438;396407
KS;KS0002;KS0291;SUNSHINE CITY LIBRARY;207 KANSAS;PRAIRIE VIEW;67664;7859732265;1588;-995725;3983239
KS;KS0003;KS0094;FORMOSO PUBLIC LIBRARY;108 MAIN;FORMOSO;66942;7857942424;1766;-979931;3978009
KS;KS0004;KS0194;LONG ISLAND COMMUNITY LIBRARY;350 WASHINGTON;LONG ISLAND;67647;7858547474;1835;-995336;3994904
KS;KS0005;KS0264;RAE HOBSON MEMORIAL LIBRARY;401 PAWNEE AVE.;REPUBLIC;66964;7853612481;816;-978219;3992383
KS;KS0006;KS0104;GAYLORD CITY LIBRARY;505 MAIN;GAYLORD;67638;7856972650;240;-988463;3964659
KS;KS0007;KS0208;MCCRACKEN PUBLIC LIBRARY;303 MAIN;MCCRACKEN;67556;7853942444;4750;-995698;3858473
KS;KS0009;KS0168;KIRWIN CITY LIBRARY;1ST AND MAIN;KIRWIN;67644;7855436652;1498;-991244;3967303
KS;KS0010;KS0023;BISON COMMUNITY LIBRARY;202 MAIN;BISON;67520;7853564803;1468;-991981;3852108
KS;KS0011;KS0035;BURR OAK COMMUNITY LIBRARY;231 S PENNSYLVANIA;BURR OAK;66936;7856475597;2437;-983036;3986926
KS;KS0012;KS0247;PALCO PUBLIC LIBRARY;309 MAIN;PALCO;67657;7857374286;994;-995633;3925223
KS;KS0013;KS0292;SYLVAN GROVE PUBLIC LIBRARY;122 S MAIN;SYLVAN GROVE;67481;7855267188;5066;-983931;3901045
KS;KS0014;KS0089;AGRA/F LEE DOCTOR LIBRARY;222 MAIN;AGRA;67621;7856382444;2000;-991188;3976068
KS;KS0015;KS0174;LEBANON COMMUNITY;404 MAIN;LEBANON;66952;7853895711;2206;-98555;3980961
KS;KS0016;KS0064;COURTLAND COMMUNITY LIBRARY;403 MAIN ST.;COURTLAND;66939;7853744260;1859;-978949;3978276
KS;KS0017;KS0151;JAMESTOWN CITY LIBRARY;311 D WALNUT;JAMESTOWN;66948;7854396258;731;-978623;3960095
KS;KS0018;KS0120;GYPSUM COMMUNITY LIBRARY;521 MAPLE ST.;GYPSUM;67448;7855364319;1659;-974275;3870531
KS;KS0019;KS0243;OTIS COMMUNITY LIBRARY;122 SOUTH MAIN;OTIS;67565;7853872287;2392;-990515;3853346
KS;KS0020;KS0273;SCANDIA CITY LIBRARY;318 FOURTH STREET;SCANDIA;66966;7853352271;5264;-977848;3979621
KS;KS0021;KS0195;LUCAS PUBLIC LIBRARY;209 S. MAIN ST.;LUCAS;67648;7855256305;4555;-985382;3905795
KS;KS0022;KS0108;GLEN ELDER LIBRARY;105 S. MILL ST.;GLEN ELDER;67446;7855453632;1875;-983083;3949892
KS;KS0023;KS0155;JEWELL PUBLIC LIBRARY;216 DELAWARE STREET;JEWELL;66949;7854253630;2724;-981554;3966947
KS;KS0024;KS0067;DELPHOS PUBLIC LIBRARY;114 W. 2ND;DELPHOS;67436;7855234668;1456;-97766;3927409
KS;KS0025;KS0163;KENSINGTON COMMUNITY/SCHOOL LIBRARY;203 SOUTH JACKSON;KENSINGTON;66951;7854762219;6715;-990305;3976539
KS;KS0026;KS0107;GLASCO CITY LIBRARY;206 E. MAIN;GLASCO;67445;7855682313;1700;-978387;3936118
KS;KS0027;KS0136;CAWKER CITY PUBLIC LIBRARY;802 LOCUST;CAWKER CITY;67430;7857814925;3980;-984316;3950935
KS;KS0028;KS0160;KANOPOLIS PUBLIC LIBRARY;221 N. KANSAS;KANOPOLIS;67454;7854723053;1221;-981578;3871172
KS;KS0029;KS0193;LOGAN PUBLIC LIBRARY;109 W. MAIN;LOGAN;67646;7856894333;2971;-995679;3966168
KS;KS0030;KS0266;RANDOLPH-DECKER PUB. LIB.;107 S GREEN ST.;CLYDE .;66938;7854463563;6240;-973985;3959108
KS;KS0031;KS0171;LANG MEMORIAL;2405 AVE. F;WILSON;67490;7856583648;2340;-984751;3882718
KS;KS0032;KS0147;INDEPENDENT TOWNSHIP;108 MAIN;CLAFLIN;67525;6205873488;3200;-985331;3852283
KS;KS0033;KS0201;MANKATO CITY LIBRARY;214 N HIGH STE 1;MANKATO;66956;7853783885;4667;-982112;3978705
KS;KS0034;KS0073;DOWNS CARNEGIE LIBRARY;504 MORGAN AVE;DOWNS;67437;7854543821;6804;-985445;3950025
KS;KS0035;KS0187;LINCOLN CARNEGIE LIBRARY;203 S THIRD;LINCOLN;67455;7855244034;12341;-98146;3903921
KS;KS0036;KS0016;BARNARD LIBRARY;521 ELM;LA CROSSE;67548;7852222826;11850;-993108;3852849
KS;KS0037;KS0289;STOCKTON;124 N. CEDAR;STOCKTON;67669;7854256372;17921;-99275;3943753
KS;KS0038;KS0240;OSBORNE PUBLIC LIBRARY;325 W MAIN;OSBORNE;67473;7853465486;19283;-986996;3943812
KS;KS0039;KS0215;MINNEAPOLIS PUBLIC;519 DELIA AVE.;MINNEAPOLIS;67467;7853923205;17124;-977037;3912545
KS;KS0040;KS0281;SMITH CENTER PUBLIC LIBRARY;117 W. COURT;SMITH CENTER;66967;7852823361;8232;-987866;3977665
KS;KS0041;KS0080;ELLIS PUBLIC LIBRARY;907 WASHINGTON;ELLIS;67637;7857263464;4832;-995602;3893853
KS;KS0042;KS0256;PLAINVILLE MEMORIAL LIBRARY;200 SW 1ST;PLAINVILLE;67663;7854342786;15767;-992997;3923333
KS;KS0043;KS0150;J.H. ROBBINS MEMORIAL LIBRARY;219 N. LINCOLN AVE.;ELLSWORTH;67439;7854723969;13895;-982295;3872912
KS;KS0044;KS0079;ELLINWOOD SCHOOL COMMUNITY LIBRARY;210 N. SCHILLER;ELLINWOOD;67526;6205642306;23391;-985775;3835583
KS;KS0045;KS0021;BELLEVILLE PUBLIC LIBRARY;1327 19TH STREET;BELLEVILLE;66935;7855275305;25993;-976305;3982265
KS;KS0046;KS0252;PHILLIPSBURG CITY LIBRARY;888 FOURTH STREET;PHILLIPSBURG;67661;7855435325;13728;-993231;3975793
KS;KS0047;KS0139;HOISINGTON PUBLIC LIBRARY;169 SOUTH WALNUT;HOISINGTON;67544;6206534128;9894;-98776;3851303
KS;KS0048;KS0257;PORT LIBRARY;1718 N. HERSEY;BELOIT;67420;7857383936;19033;-981088;3947556
KS;KS0049;KS0270;RUSSELL PUBLIC LIBRARY;126 EAST 6TH STREET;RUSSELL;67665;7854832742;26000;-98859;3889112
KS;KS0050;KS0097;FRANK CARLSON LIBRARY;702 BROADWAY;CONCORDIA;66901;7852432250;30223;-976592;3956982
KS;KS0051;KS0158;JORDAAN MEMORIAL LIBRARY;724 BROADWAY;LARNED;67550;6202852876;33414;-990983;3818107
KS;KS0052;KS0117;GREAT BEND PUBLIC LIBRARY;1409 WILLIAMS;GREAT BEND;67530;6207922409;135070;-987665;3836618
KS;KS0053;KS0131;HAYS PUBLIC LIBRARY;1205 MAIN ST.;HAYS;67601;7856259014;159642;-993298;3887302
KS;KS0054;KS0271;SALINA PUBLIC LIBRARY;301 W. ELM STREET;SALINA;67401;7858254624;267554;-976112;388451
KS;KS0056;KS0034;BURNS PUBLIC LIBRARY;104 NORTH WASHINGTON AVE;BURNS;66840;6207265717;3702;-968863;3808994
KS;KS0057;KS0075;DWIGHT PUBLIC LIBRARY;637 MAIN;DWIGHT;66849;7854823804;572;-965931;3884323
KS;KS0058;KS0081;ELM CREEK TOWNSHIP LIBRARY;213 NORTH 5TH ST.;WILSEY;66873;7854972289;980;-966767;3863728
KS;KS0059;KS0177;LEONARDVILLE CITY LIBRARY;117 N. ERPELDING RD;LEONARDVILLE;66449;7852935606;1568;-968589;3936498
KS;KS0060;KS0014;AXTELL PUBLIC LIBRARY;401 MAPLE;AXTELL;66403;7857362858;1525;-96259;3987252
KS;KS0061;KS0110;GOESSEL PUBLIC LIBRARY;101 S. CEDAR;GOESSEL;67053;6203678440;4786;-973461;3824637
KS;KS0062;KS0140;HOPE COMMUNITY LIBRARY;216 N. MAIN;HOPE;67451;7853667219;300;-970777;386914
KS;KS0063;KS0315;WHITE CITY PUBLIC LIBRARY;111 E MACKENZIE;WHITE CITY;66872;7853495551;1400;-967354;3879566
KS;KS0064;KS0093;FLORENCE PUBLIC LIBRARY;324 MAIN ST.;FLORENCE;66851;6208784649;1776;-969264;3824098
KS;KS0065;KS0052;CLIFTON PUBLIC LIBRARY;104 E. PARALLEL;CLIFTON;66937;7854552222;1903;-972811;3956669
KS;KS0066;KS0310;WATERVILLE PUBLIC LIBRARY;129 E COMMERCIAL;WATERVILLE;66548;7853636014;3629;-967481;3969224
KS;KS0067;KS0124;HANOVER PUBLIC;205 JACKSON STREET;HANOVER;66945;7853372424;5850;-968738;3989142
KS;KS0068;KS0305;WAKEFIELD PUBLIC LIBRARY;205 THIRD STREET;WAKEFIELD;67487;7854615510;4319;-97006;3921251
KS;KS0069;KS0084;ENTERPRISE PUBLIC LIBRARY;202 S. FACTORY;ENTERPRISE;67441;7852638351;1973;-971173;3890399
KS;KS0070;KS0282;SOLOMON PUBLIC LIBRARY;108 N. WALNUT;SOLOMON;67480;7856553521;5876;-973706;3891912
KS;KS0071;KS0098;FRANKFORT CITY LIBRARY;104 E. SECOND ST;FRANKFORT;66427;7852924320;8198;-964185;3970208
KS;KS0072;KS0181;LIBRARY DISTRICT #1, MIAMI COUNTY;206 S. BROADWAY ST.;LOUISBURG;66053;9138372217;50000;-946813;3861927
KS;KS0073;KS0033;BURNLEY MEMORIAL/FALLS TOWNSHIP;405 N. OAK;COTTONWOOD FALLS;66845;6202739119;2000;-965424;3837046
KS;KS0074;KS0044;CHAPMAN PUBLIC LIBRARY;402 N. MARSHALL;CHAPMAN;67431;7859226548;4620;-970194;3897052
KS;KS0075;KS0024;BLUE RAPIDS PUBLIC LIBRARY;14 PUBLIC SQUARE;BLUE RAPIDS;66411;7853637709;7830;-966589;3968222
KS;KS0076;KS0309;WASHINGTON PUBLIC LIBRARY;116 E. 2ND;WASHINGTON;66968;7853252114;9250;-970502;3981843
KS;KS0077;KS0082;HARTFORD/ELMENDARO TOWNSHIP;224 COMMERCIAL ST.;HARTFORD;66854;6203925518;7500;-959575;3830858
KS;KS0078;KS0005;AMERICUS TOWNSHIP LIBRARY;710 MAIN ST.;AMERICUS;66835;6204435503;4095;-962621;385071
KS;KS0079;KS0251;PEABODY TOWNSHIP LIBRARY;214 N. WALNUT;PEABODY;66866;6209832502;3490;-971067;3816638
KS;KS0080;KS0202;MARION CITY LIBRARY;101 LIBRARY ST;MARION;66861;6203822442;42210;-970199;3834666
KS;KS0081;KS0063;COUNCIL GROVE PUBLIC LIBRARY;829 W. MAIN ST.;COUNCIL GROVE;66846;6207675716;12140;-964997;3865839
KS;KS0082;KS0138;HILLSBORO PUBLIC LIBRARY;120 E. GRAND AVE.;HILLSBORO;67063;6209473827;25000;-972037;3835336
KS;KS0083;KS0135;HERINGTON PUBLIC LIBRARY;102 S. BROADWAY;HERINGTON;67449;7852582011;15804;-969435;386697
KS;KS0084;KS0308;WAMEGO PUBLIC LIBRARY;431 LINCOLN AVENUE;WAMEGO;66547;7854569181;39087;-96305;3920156
KS;KS0085;KS0207;MARYSVILLE PUBLIC LIBRARY;1009 BROADWAY;MARYSVILLE;66508;7855622491;28886;-966454;3984171
KS;KS0086;KS0049;CLAY CENTER CARNEGIE LIBRARY;706 6 ST;CLAY CENTER;67432;7856323889;29463;-971245;3937736
KS;KS0087;KS0001;ABILENE PUBLIC LIBRARY;209 NW 4TH;ABILENE;67410;7852633082;62119;-972144;3891839
KS;KS0088;KS0258;POTTAWATOMIE WABAUNSEE REGIONAL LIBRARY;306 N. 5TH STREET;ST. MARYS;66536;7854372778;47341;-960681;391961
KS;KS0089;KS0071;DOROTHY BRAMLAGE PUBLIC LIBRARY;230 WEST SEVENTH STREET;JUNCTION CITY;66441;7852384311;112135;-968324;3902937
KS;KS0090;KS0083;EMPORIA PUBLIC LIBRARY;110 E. SIXTH AVENUE;EMPORIA;66801;6203406462;118518;-961786;3840496
KS;KS0091;KS0200;MANHATTAN PUBLIC LIBRARY;629 POYNTZ AVENUE;MANHATTAN;66502;7857764741;349951;-965655;3917935
KS;KS0092;KS0062;CORNING CITY LIBRARY;6221 5TH ST.;CORNING;66417;7858682755;1345;-960316;3965717
KS;KS0093;KS0314;WETMORE PUBLIC LIBRARY;328 2ND ST.;WETMORE;66550;7858662250;4888;-9581;3963165
KS;KS0094;KS0268;RICHMOND PUBLIC LIBRARY;107 E. CENTRAL;RICHMOND;66080;7858356163;5842;-95256;3840156
KS;KS0096;KS0042;CENTRALIA COMMUNITY LIBRARY;520 4TH STREET;CENTRALIA;66415;7858573331;3088;-961299;3972314
KS;KS0097;KS0318;WINCHESTER PUBLIC LIBRARY;203 FOURTH STREET;WINCHESTER;66097;9137744967;5000;-952685;3932401
KS;KS0098;KS0017;BARNES READING ROOM;640 MAIN STREET;EVEREST;66424;7855487733;1385;-954263;3967736
KS;KS0099;KS0078;EFFINGHAM COMMUNITY LIBRARY;414 MAIN STREET;EFFINGHAM;66023;9138335881;2255;-953987;3952186
KS;KS0100;KS0214;MERIDEN-OZAWKIE PUBLIC LIBRARY;7272 K-4 HWY, STE D;MERIDEN;66512;7854843393;21817;-955695;3917762
KS;KS0101;KS0245;OVERBROOK PUBLIC LIBRARY;317 MAPLE;OVERBROOK;66524;7856657266;12121;-955566;3877776
KS;KS0102;KS0234;NORTONVILLE PUBLIC LIBRARY;407 MAIN;NORTONVILLE;66060;9138862060;31408;-953317;3941684
KS;KS0103;KS0032;BURLINGAME COMMUNITY LIBRARY;122 W. SANTA FE AVE;BURLINGAME;66413;7856543400;10528;-958352;387537
KS;KS0104;KS0313;WELLSVILLE CITY LIBRARY;115 W. 6TH ST.;WELLSVILLE;66092;7858832870;14300;-950827;3871873
KS;KS0105;KS0040;CARBONDALE CITY LIBRARY;234 MAIN STREET;CARBONDALE;66414;7858367638;8260;-956917;38819
KS;KS0106;KS0196;LYNDON CARNEGIE LIBRARY;127 E 6TH ST;LYNDON;66451;7858284520;6655;-956839;3860881
KS;KS0107;KS0269;ROSSVILLE COMMUNITY LIBRARY;407 MAIN;ROSSVILLE;66533;7855846454;45000;-959522;3913864
KS;KS0108;KS0141;HORTON PUBLIC LIBRARY;809 1ST AVE. EAST;HORTON;66439;7854863326;15142;-955259;3966005
KS;KS0109;KS0191;LINWOOD COMMUNITY LIBRARY DISTRICT #1;19649 LINWOOD RD;LINWOOD;66052;9133013686;12082;-950342;3900463
KS;KS0110;KS0241;OSKALOOSA PUBLIC LIBRARY;315 JEFFERSON ST.;OSKALOOSA;66066;7858632475;14236;-953133;3921546
KS;KS0111;KS0280;SILVER LAKE LIBRARY;203 RAILROAD;SILVER LAKE;66539;7855825141;10714;-958596;391054
KS;KS0112;KS0066;DELAWARE TOWNSHIP LIBRARY;421 MARY ST. #A;VALLEY FALLS;66088;7859453990;9136;-954582;3934501
KS;KS0113;KS0294;TONGANOXIE PUBLIC LIBRARY;303 BURY ST.;TONGANOXIE;66086;9138453281;73976;-950876;3910959
KS;KS0114;KS0204;MARY COTTON PUBLIC LIBRARY;915 VIRGINIA;SABETHA;66534;7852843160;22215;-958017;3990223
KS;KS0115;KS0277;SENECA FREE LIBRARY;606 MAIN STREET;SENECA;66538;7853362377;22522;-960641;3983427
KS;KS0116;KS0185;OSAGE CITY PUBLIC LIBRARY;515 MAIN ST.;OSAGE CITY;66523;7855283727;44867;-958267;3863351
KS;KS0117;KS0015;BALDWIN CITY LIBRARY;800 7TH ST.;BALDWIN CITY;66006;7855943411;32670;-951874;3877447
KS;KS0119;KS0018;BASEHOR COMMUNITY LIBRARY, DIST #2, LV. CO.;1400 158TH STREET;BASEHOR;66007;9137242828;85298;-949467;391223
KS;KS0120;KS0221;HIAWATHA/MORRILL PUBLIC LIBRARY;431 OREGON;HIAWATHA;66434;7857423831;39049;-955327;398529
KS;KS0121;KS0087;EUDORA PUBLIC LIBRARY;14 E 9TH ST.;EUDORA;66025;7855422496;45725;-950986;3894371
KS;KS0122;KS0248;PAOLA FREE LIBRARY;101 EAST PEORIA;PAOLA;66071;9132593655;24000;-94876;3857242
KS;KS0123;KS0239;OSAWATOMIE PUBLIC LIBRARY;527 BROWN AVENUE;OSAWATOMIE;66064;9137552136;24674;-949491;3849806
KS;KS0124;KS0182;LINN COUNTY LIBRARY DISTRICT #1;234 W. MAIN;PARKER;66072;9138984650;10063;-949906;3832841
KS;KS0125;KS0025;BONNER SPRINGS CITY LIBRARY;201 N. NETTLETON AVE.;BONNER SPRINGS;66012;9134412665;118177;-948842;3906033
KS;KS0126;KS0180;LYON COUNTY LIBRARY DIST. #1;421 MAIN;ALLEN;66833;6205283451;1265;-961697;3865499
KS;KS0127;KS0244;OTTAWA LIBRARY;105 S HICKORY ST;OTTAWA;66067;7852423080;128122;-952671;3861703
KS;KS0128;KS0010;ATCHISON LIBRARY;401 KANSAS AVENUE;ATCHISON;66002;9133671902;81399;-951181;3956296
KS;KS0129;KS0173;LEAVENWORTH PUBLIC LIBRARY;417 SPRUCE STREET;LEAVENWORTH;66048;9136825666;129370;-94913;3931077
KS;KS0130;KS0238;OLATHE PUBLIC LIBRARY;201 E PARK STREET;OLATHE;66061;9139716850;490762;-948181;3888197
KS;KS0131;KS0172;LAWRENCE PUBLIC LIBRARY;707 VERMONT STREET;LAWRENCE;66044;7858433833;653190;-952371;3897109
KS;KS0132;KS0295;TOPEKA AND SHAWNEE COUNTY PUBLIC LIBRARY;1515 SW 10TH AVE;TOPEKA;66604;7855804400;761701;-95697;3905138
KS;KS0133;KS0161;KANSAS CITY, KANSAS PUBLIC LIBRARY;625 MINNESOTA AVENUE;KANSAS CITY;66101;9132958250;677882;-946251;391155
KS;KS0134;KS0156;JOHNSON COUNTY LIBRARY;9875 W. 87TH STREET;OVERLAND PARK;66212;9138264600;2413738;-946992;3897108
KS;KS0136;KS0112;GOVE CITY LIBRARY;301 SHERMAN ST;GOVE;67736;7859382242;3685;-100489;3895996
KS;KS0137;KS0153;JENNINGS CITY LIBRARY;133 S KANSAS AVENUE;JENNINGS;67643;7856782666;1379;-100293;3968025
KS;KS0138;KS0231;NORCATUR PUBLIC LIBRARY;301 E. OSSIPEE;NORCATUR;67653;7856933025;412;-100187;3983401
KS;KS0140;KS0219;GRINNELL/MOORE FAMILY LIBRARY;95 S. ADAMS;GRINNELL;67738;7858243885;1210;-100629;3912593
KS;KS0141;KS0114;GRAINFIELD CITY LIBRARY;242 MAIN ST.;GRAINFIELD;67737;7856734770;390;-100465;3911277
KS;KS0142;KS0175;LENORA PUBLIC LIBRARY;110 N MAIN;LENORA;67645;7855674432;1666;-100002;3961072
KS;KS0143;KS0205;BIRD CITY PUBLIC LIBRARY;110 EAST 4TH;BIRD CITY;67731;7857342203;2741;-101532;3974997
KS;KS0144;KS0002;ALMENA CITY LIBRARY;421 MAIN;ALMENA;67622;7856692336;1713;-997067;3989282
KS;KS0145;KS0152;JAY JOHNSON PUBLIC LIBRARY;411 MAIN STREET;QUINTER;67752;7857542171;14489;-100234;3906825
KS;KS0146;KS0278;SHARON SPRINGS PUBLIC LIBRARY;414 NORTH MAIN;SHARON SPRINGS;67758;7858524685;6458;-101751;388963
KS;KS0147;KS0285;ST. FRANCIS PUBLIC LIBRARY;121 N. SCOTT;ST. FRANCIS;67756;7853323292;15299;-101801;3977491
KS;KS0148;KS0236;OAKLEY PUBLIC LIBRARY;700 WEST 3RD;OAKLEY;67748;7856714776;15900;-100861;3912772
KS;KS0149;KS0237;OBERLIN CITY LIBRARY;104 E. OAK;OBERLIN;67749;7854752412;15936;-100528;3982282
KS;KS0150;KS0233;NORTON PUBLIC LIBRARY;1 WASHINGTON SQUARE;NORTON;67654;7858772481;55577;-998885;3983368
KS;KS0151;KS0279;SHERIDAN COUNTY PUBLIC LIBRARY;801 ROYAL AVENUE;HOXIE;67740;7856753102;9336;-100432;3935494
KS;KS0152;KS0012;ATWOOD PUBLIC LIBRARY;102 S. 6TH ST.;ATWOOD;67730;7856263805;15236;-101039;398063
KS;KS0153;KS0113;GRAHAM COUNTY PUBLIC LIBRARY;414 N WEST;HILL CITY;67642;7854212722;18748;-998405;3936799
KS;KS0154;KS0304;WAKEENEY PUBLIC LIBRARY;610 RUSSELL AVE.;WAKEENEY;67672;7857432960;8003;-998821;3902541
KS;KS0155;KS0111;GOODLAND PUBLIC LIBRARY;812 BROADWAY;GOODLAND;67735;7858995461;45009;-10171;3935102
KS;KS0156;KS0253;COLBY/PIONEER MEMORIAL LIBRARY;375 WEST 4TH STREET;COLBY;67701;7854604470;68017;-101049;3939709
KS;KS0157;FSCS0001;ZENDA PUBLIC LIBRARY;215 N. MAIN;ZENDA;67159;6202435791;798;-98282;374438
KS;KS0158;KS0250;PARTRIDGE PUBLIC LIBRARY;23 S MAIN;PARTRIDGE;67566;6205672467;2851;-980924;3796835
KS;KS0159;KS0307;WALTON COMMUNITY LIBRARY;122 MAIN ST;WALTON;67151;6208373252;2855;-972559;3811795
KS;KS0160;KS0293;SYLVIA PUBLIC LIBRARY;121 S. MAIN;SYLVIA;67581;6204862021;1494;-984087;3795941
KS;KS0161;KS0126;HARDTNER PUBLIC LIBRARY;102 E CENTRAL;HARDTNER;67057;6202964586;1363;-986488;3701384
KS;KS0162;KS0105;GENESEO PUBLIC LIBRARY;725 MAIN STREET;GENESEO;67444;6208246140;685;-981563;3851391
KS;KS0163;KS0302;VIOLA TOWNSHIP;100 N. GRICE;VIOLA;67149;6205846679;779;-976428;3748203
KS;KS0164;KS0235;NORWICH PUBLIC;209 SOUTH PARKWAY;NORWICH;67118;6204782235;3673;-978466;3745857
KS;KS0165;KS0192;LITTLE RIVER COMMUNITY LIBRARY;125 MAIN STREET;LITTLE RIVER;67457;6208976610;1823;-980105;384006
KS;KS0166;KS0298;TURON COMMUNITY LIBRARY;501 E. PRICE;TURON;67583;6204976409;1722;-984236;378057
KS;KS0167;KS0091;FARMER TOWNSHIP/CPMS LIBRARY;500 S. MAIN ST.;BUSHTON;67427;6205623597;12792;-98397;3851037
KS;KS0168;KS0065;CUNNINGHAM PUBLIC LIBRARY;105 NORTH MAIN;CUNNINGHAM;67035;6202983163;6200;-984329;3764539
KS;KS0169;KS0008;ARLINGTON CITY LIBRARY;900 W. MAIN;ARLINGTON;67514;6205382471;2096;-981866;3789666
KS;KS0170;KS0198;MACKSVILLE CITY LIBRARY;333 N. MAIN;MACKSVILLE;67557;6203483555;2777;-989678;3795938
KS;KS0171;KS0262;PRETTY PRAIRIE PUBLIC LIBRARY;119 W. MAIN ST.;PRETTY PRAIRIE;67570;6204596392;13104;-980197;3778071
KS;KS0172;KS0259;POTWIN PUBLIC LIBRARY;126 N. RANDALL;POTWIN;67123;6207523421;2464;-9702;3793874
KS;KS0173;KS0176;LEON PUBLIC LIBRARY;711 N. WEST ST.;LEON;67074;3167423362;950;-967838;3769263
KS;KS0174;KS0316;WHITEWATER MEMORIAL LIBRARY;118 EAST TOPEKA;WHITEWATER;67154;3167992471;12627;-971486;3796268
KS;KS0175;KS0283;SOUTH HAVEN TOWNSHIP LIBRARY;104 W. BAIRD;SOUTH HAVEN;67140;6208925268;886;-974015;3704855
KS;KS0176;KS0011;ATTICA CITY LIBRARY;125 NORTH MAIN;ATTICA;67009;6202547767;1452;-982259;3724022
KS;KS0177;KS0069;DIXON TOWNSHIP LIBRARY;120 W WALNUT;ARGONIA;67004;6204356979;1522;-977666;3726601
KS;KS0178;KS0203;MARQUETTE COMMUNITY LIBRARY;121 NORTH WASHINGTON;MARQUETTE;67464;7855462561;2098;-978338;3855358
KS;KS0179;KS0299;UDALL PUBLIC LIBRARY;109 E. FIRST ST;UDALL;67146;6207823435;1446;-971167;3738741
KS;KS0180;KS0036;RUTH DOLE MEMORIAL LIBRARY;121 N BURRTON;BURRTON;67020;6204637902;5630;-976715;3802441
KS;KS0181;KS0148;INMAN PUBLIC LIBRARY;100 N. MAIN;INMAN;67546;6205852474;12550;-977757;3823284
KS;KS0182;KS0225;MT. HOPE PUBLIC LIBRARY;109 SOUTH OHIO;MT. HOPE;67108;3166672665;2934;-976653;3786823
KS;KS0183;KS0246;OXFORD PUBLIC LIBRARY;115 SOUTH SUMNER;OXFORD;67119;6204552221;2977;-97169;3727402
KS;KS0184;KS0130;HAVEN PUBLIC LIBRARY;121 NORTH KANSAS AVENUE;HAVEN;67543;6204653524;8025;-977827;3790217
KS;KS0185;KS0039;CANTON TOWNSHIP;203 N MAIN;CANTON;67428;6206284349;3271;-974271;3838685
KS;KS0186;KS0030;BUHLER PUBLIC LIBRARY;121 N. MAIN ST.;BUHLER;67522;6205432241;10000;-977705;3813513
KS;KS0187;KS0229;NICKERSON PUBLIC LIBRARY;23 N. NICKERSON;NICKERSON;67561;6204223361;2174;-980821;3814662
KS;KS0188;KS0230;NORA E. LARABEE MEMORIAL LIBRARY;108 NORTH UNION;STAFFORD;67578;6202345762;3111;-986016;3796241
