STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
NY;NY0058;1200065590;RIPLEY PUBLIC LIBRARY;64 WEST MAIN STREET;RIPLEY;14775;7167363913;12441;-7971272;42265948
NY;NY0059;1200066060;MINERVA FREE LIBRARY;116 MILLER STREET;SHERMAN;14781;7167616378;1019;-79595132;4216117
NY;NY0060;1200066100;ANDERSON-LEE LIBRARY;43 MAIN STREET;SILVER CREEK;14136;7169343468;17969;-79167352;42542674
NY;NY0061;1200066120;SINCLAIRVILLE FREE LIBRARY;15 MAIN STREET;SINCLAIRVILLE;14782;7169625885;17777;-79260038;42264025
NY;NY0062;1200066320;MARY E. SEYMOUR MEMORIAL FREE LIBRARY;22 NORTH MAIN STREET;STOCKTON;14784;7165953323;7332;-7935594;42317504
NY;NY0063;1200067030;PATTERSON LIBRARY;40 SOUTH PORTAGE STREET;WESTFIELD;14787;7163262154;53881;-79577559;42320919
NY;NY0065;7800020140;ALMOND TWENTIETH CENTURY CLUB LIBRARY;MAIN STREET;ALMOND;14804;6072766311;4462;-77797945;42320892
NY;NY0066;7800020220;ANDOVER FREE LIBRARY;40 MAIN STREET;ANDOVER;14806;6074788442;2963;-77795265;42156309
NY;NY0067;7800020230;ANGELICA FREE LIBRARY;55 WEST MAIN STREET;ANGELICA;14709;5854667860;3600;-78018961;42306896
NY;NY0068;7800020560;BELFAST PUBLIC LIBRARY;75 SOUTH MAIN STREET;BELFAST;14711;5853652072;9870;-78111998;42341132
NY;NY0069;7800020610;FREE LIBRARY OF THE BELMONT LITERARY AND HISTORICAL SOCIETY;2 WILLETS AVENUE;BELMONT;14813;5852685308;6500;-780351;4222353
NY;NY0070;7800020740;BOLIVAR FREE LIBRARY;390 MAIN STREET;BOLIVAR;14715;5859282015;6771;-7814647;4209395
NY;NY0071;7800021050;ESSENTIAL CLUB FREE LIBRARY;11 PRATT STREET;CANASERAGA;14822;6075456443;4700;-77775778;42462058
NY;NY0072;7800021670;CUBA CIRCULATING LIBRARY ASSOCIATION;39 EAST MAIN STREET;CUBA;14727;5859681668;29800;-78274184;42217704
NY;NY0073;7800022230;WIDE AWAKE CLUB LIBRARY;22 N. GENESEE ST.;FILLMORE;14735;5855678301;19653;-78111527;42467213
NY;NY0074;7800022420;FRIENDSHIP FREE LIBRARY;40 WEST MAIN STREET;FRIENDSHIP;14739;5859737724;5974;-78135185;42207305
NY;NY0075;7800023650;GENESEE LIBRARY;8351 STATE ROUTE 417;LITTLE GENESEE;14754;5859281915;1866;-78210245;42024076
NY;NY0076;7800025560;COLONIAL LIBRARY;160 MAIN STREET;RICHBURG;14774;5859282694;5796;-78154045;420877
NY;NY0077;7800025750;RUSHFORD FREE LIBRARY;9012 MAIN STREET;RUSHFORD;14777;5854372533;5000;-78251694;4239235
NY;NY0078;7800025960;SCIO MEMORIAL LIBRARY;3980 MAIN STREET;SCIO;14880;5855934816;2080;-77978745;42172514
NY;NY0079;7800026920;DAVID A HOWE PUBLIC LIBRARY;155 NORTH MAIN STREET;WELLSVILLE;14895;5855933410;57435;-77948918;42122343
NY;NY0080;7800027100;WHITESVILLE PUBLIC LIBRARY;500 MAIN STREET;WHITESVILLE;14897;6073563645;2805;-77767582;42037811
NY;NY0081;7800554735;DUTTON S. PETERSON MEMORIAL LIBRARY;106 FIRST ST.;ODESSA;14869;6075942791;10664;-76788653;42335725
NY;NY0082;7800556870;WATKINS GLEN CEN SCH DIS FREE PUB LIB;610 SOUTH DECATUR STREET;WATKINS GLEN;14891;6075352346;38967;-76866679;42372315
NY;NY0083;7800570030;ADDISON PUBLIC LIBRARY;6 SOUTH STREET;ADDISON;14801;6073593888;4758;-77234161;42104732
NY;NY0084;7800570310;E J COTTRELL MEMORIAL LIBRARY;30 MAIN STREET;ATLANTA;14808;5855345030;6552;-77477876;42553304
NY;NY0085;7800570360;AVOCA FREE LIBRARY;18 NORTH MAIN STREET;AVOCA;14809;6075669279;6046;-77421565;42410349
NY;NY0086;7800570490;DORMANN LIBRARY;101 WEST MORRIS STREET;BATH;14810;6077764613;52500;-77324024;42333514
NY;NY0087;7800571080;WIMODAUGHSIAN FREE LIBRARY;19 WEST MAIN STREET;CANISTEO;14823;6076984445;7911;-77606349;42271263
NY;NY0088;7800571580;SOUTHEAST STEUBEN COUNTY LIBRARY;300 CIVIC CENTER PLAZA SUITE 101;CORNING;14830;6079363713;209499;-77048146;42142296
NY;NY0089;7800572750;FRED AND HARRIETT TAYLOR MEMORIAL LIBRARY;21 WILLIAM STREET;HAMMONDSPORT;14840;6075692045;28197;-77220649;42410503
NY;NY0090;7800573050;HORNELL PUBLIC LIBRARY;64 GENESEE STREET;HORNELL;14843;6073241210;29985;-77657746;42327977
NY;NY0091;7800573070;HOWARD PUBLIC LIBRARY;3607 COUNTY ROUTE 70A;HORNELL;14843;6075662412;6100;-77509802;42364136
NY;NY0092;7800573280;JASPER FREE LIBRARY;3807 LIBRARY STREET;JASPER;14855;6077923494;460;-77501901;42131292
NY;NY0093;7800575382;PRATTSBURG FREE LIBRARY;26 MAIN STREET;PRATTSBURGH;14873;6075223490;4195;-77289099;42523472
NY;NY0094;7800575400;PULTENEY FREE LIBRARY;9226 CTY RT 74;PULTENEY;14874;6078683652;10222;-7716467;4252641
NY;NY0095;7800575890;SAVONA FREE LIBRARY;7 MCCOY STREET;SAVONA;14879;6075834426;4264;-77218647;42286718
NY;NY0096;7800576890;WAYLAND FREE LIBRARY;101 WEST NAPLES STREET;WAYLAND;14572;5857285380;14758;-77593052;42567434
NY;NY0097;7800680790;MODESTE BEDIENT MEMORIAL LIBRARY;3699 ROUTE 54A;BRANCHPORT;14418;3155952899;8002;-77150335;42586504
NY;NY0098;7800681840;DUNDEE LIBRARY;32 WATER STREET;DUNDEE;14837;6072435938;7700;-76976924;42524634
NY;NY0099;7800685030;PENN YAN PUBLIC LIBRARY;214 MAIN STREET;PENN YAN;14527;3155366114;84101;-7705593;42664513
NY;NY0104;2000091220;CHAMPLAIN MEMORIAL LIBRARY;148 ELM STREET;CHAMPLAIN;12919;5182988620;1621;-73440545;44985815
NY;NY0105;2000091290;CHAZY PUBLIC LIBRARY;1329 FISKE ROAD;CHAZY;12921;5188467676;2218;-73435933;44885568
NY;NY0106;2000091690;DANNEMORA FREE LIBRARY;40 EMMONS STREET;DANNEMORA;12929;5184927005;2997;-73722759;4471568
NY;NY0107;2000094240;MOOERS FREE LIBRARY;25 SCHOOL STREET;MOOERS;12958;5182367744;1407;-73586034;44961526
NY;NY0108;2000095050;PERU FREE LIBRARY;3024 ROUTE 22;PERU;12972;5186438618;15245;-73525283;44581793
NY;NY0109;2000095200;PLATTSBURGH PUBLIC LIBRARY;19 OAK STREET;PLATTSBURGH;12901;5185630921;107003;-73455293;44697036
NY;NY0110;2000095720;ROUSES POINT DODGE MEMORIAL LIBRARY;144 LAKE STREET;ROUSES POINT;12979;5182976242;7754;-73363931;44990258
NY;NY0111;2000096930;DODGE LIBRARY;9 FISKE ROAD;WEST CHAZY;12992;5184936131;1323;-73507445;44820743
NY;NY0112;2000150350;AUSABLE FORKS FREE LIBRARY;9 CHURCH LANE;AUSABLE FORKS;12912;5186475596;4311;-73678635;44439387
NY;NY0113;2000151660;HAMMOND LIBRARY OF CROWN POINT;2732 MAIN STREET;CROWN POINT;12928;5185973616;1821;-73426771;43950691
NY;NY0114;2000152070;ELIZABETHTOWN LIBRARY ASSOCIATION;8256 RIVER STREET;ELIZABETHTOWN;12932;5188732670;6359;-73587478;44214513
NY;NY0115;2000152160;BELDEN NOBLE MEMORIAL LIBRARY OF ESSEX;2759 ESSEX RD.;ESSEX;12936;5189638079;3101;-7335192;44310721
NY;NY0116;2000153350;KEENE PUBLIC LIBRARY;10928 NYS ROUTE 9N;KEENE;12942;5185762200;2196;-73792149;44256352
NY;NY0117;2000153360;KEENE VALLEY LIBRARY ASSOCIATION;1796 MAIN STREET;KEENE VALLEY;12943;5185764335;12991;-73786232;44190456
NY;NY0118;2000153370;KEESEVILLE FREE LIBRARY;1721 FRONT STREET;KEESEVILLE;12944;5188349054;11792;-73480416;44504346
NY;NY0119;2000153500;LAKE PLACID PUBLIC LIBRARY;2471 MAIN STREET;LAKE PLACID;12946;5185233200;42693;-73985217;44289069
NY;NY0120;2000155280;SHERMAN FREE LIBRARY;20 CHURCH STREET;PORT HENRY;12974;5185467461;5391;-73460207;44047658
NY;NY0121;2000155945;SCHROON LAKE PUBLIC LIBRARY;15 LELAND AVENUE;SCHROON LAKE;12870;5185327737;20537;-73760187;43836608
NY;NY0122;2000156440;TICONDEROGA BLACK WATCH MEMORIAL LIBRARY;99 MONTCALM STREET;TICONDEROGA;12883;5185857380;31749;-73425456;4384877
NY;NY0123;2000156580;WELLS MEMORIAL LIBRARY;12230 NYS RTE 9N;UPPER JAY;12987;5189462644;3749;-7377376;4433831
NY;NY0124;2000156700;WADHAMS FREE LIBRARY;763 NYS ROUTE 22;WADHAMS;12993;5189628717;1200;-73460981;44229889
NY;NY0125;2000157050;WESTPORT LIBRARY ASSOCIATION;6 HARRIS LANE;WESTPORT;12993;5189628219;8651;-73434206;44181936
NY;NY0126;2000157140;PAINE MEMORIAL LIBRARY;2 GILLILAND LANE;WILLSBORO;12996;5189634478;11175;-73390325;44363919
NY;NY0127;2000157145;WILMINGTON E.M. COOPER MEMORIAL P L;5751 ROUTE 86;WILMINGTON;12997;5189467701;3145;-73816662;44388828
NY;NY0128;2000161250;CHATEAUGAY MEMORIAL LIBRARY;4 JOHN STREET;CHATEAUGAY;12920;5184970400;4369;-74078554;44926698
NY;NY0129;2000162975;AKWESASNE CULTURAL CENTER, INC.;321 STATE ROUTE 37;HOGANSBURG;13655;5183582240;9725;-74693934;44978334
NY;NY0130;2000163835;THE WEAD LIBRARY;64 ELM STREET;MALONE;12953;5184835251;35220;-74289413;4485107
NY;NY0131;2000165850;SARANAC LAKE FREE LIBRARY;109 MAIN STREET;SARANAC LAKE;12983;5188914190;61164;-74130361;44327165
NY;NY0132;2000166520;TUPPER LAKE PUBLIC LIBRARY;41 LAKE STREET;TUPPER LAKE;12986;5183599421;40201;-74466375;44223717
NY;NY0134;2400050330;SEYMOUR PUBLIC LIBRARY DISTRICT;176-178 GENESEE STREET;AUBURN;13021;3152522571;93146;-76571647;42929003
NY;NY0135;2400050340;AURORA FREE LIBRARY;370 MAIN STREET;AURORA;13026;3153648074;8949;-76702345;42753896
NY;NY0136;2400051140;STEWART B. LANG MEMORIAL LIBRARY;2577 EAST MAIN STREET;CATO;13033;3156262101;11282;-76569265;43168953
NY;NY0137;2400052175;VILLAGE OF FAIR HAVEN PUBLIC LIBRARY;14426 SOUTH RICHMOND AVENUE;FAIR HAVEN;13064;3159475851;9740;-76703547;43314852
NY;NY0138;2400054250;POWERS LIBRARY ASSOCIATION;29 CHURCH STREET;MORAVIA;13118;3154971955;41755;-76418367;42710667
NY;NY0139;2400055250;HAZARD LIBRARY ASSOCIATION;2487 ROUTE 34B;POPLAR RIDGE;13139;3153647975;5908;-7661806;4273859
NY;NY0140;2400056560;SPRINGPORT FREE LIBRARY;171 CAYUGA STREET;UNION SPRINGS;13160;3158897766;8978;-76691769;42842821
NY;NY0141;2400056910;WEEDSPORT FREE LIBRARY;2795 EAST BRUTUS STREET;WEEDSPORT;13166;3158346222;19175;-76557126;43047898
NY;NY0142;2400111370;KELLOGG FREE LIBRARY;5681 TELEPHONE ROAD EXTENSION;CINCINNATUS;13040;6078634300;6862;-75901231;42541626
NY;NY0143;2400111610;CORTLAND FREE LIBRARY;32 CHURCH STREET;CORTLAND;13045;6077531042;92560;-76177944;42599703
NY;NY0144;2400113010;PHILLIPS FREE LIBRARY;37 SOUTH MAIN STREET;HOMER;13077;6077494616;36402;-76178655;42635529
NY;NY0145;2400113810;LAMONT MEMORIAL FREE LIBRARY;5 MAIN STREET;MCGRAW;13101;6078366767;9672;-76094332;42595848
NY;NY0146;2400113890;PECK MEMORIAL LIBRARY;24 MAIN STREET;MARATHON;13803;6078496135;7315;-76033332;42441225
NY;NY0147;2400563170;INTERLAKEN PUBLIC LIBRARY;8390 MAIN STREET;INTERLAKEN;14847;6075324341;5856;-76724875;42617906
NY;NY0148;2400563730;LODI WHITTIER LIBRARY;8484 SOUTH MAIN STREET;LODI;14860;6075826218;7800;-76822935;42612985
NY;NY0149;2400564900;EDITH B. FORD MEMORIAL LIBRARY OF OVID, NEW YORK;7169 NORTH MAIN STREET;OVID;14521;6078693031;22611;-76822643;42677338
NY;NY0150;2400566010;SENECA FALLS LIBRARY;47 CAYUGA STREET;SENECA FALLS;13148;3155688265;70987;-76794769;4291403
NY;NY0151;2400566820;WATERLOO LIBRARY AND HISTORICAL SOCIETY;31 EAST WILLIAMS STREET;WATERLOO;13165;3155393313;34398;-76861116;42905547
NY;NY0152;2400600630;BERKSHIRE FREE LIBRARY;12519 STATE ROUTE 38;BERKSHIRE;13736;6076574418;5436;-76185791;42306478
NY;NY0153;2400601070;CANDOR FREE LIBRARY;2 BANK STREET;CANDOR;13743;6076597258;4410;-76341554;42232308
NY;NY0154;2400604480;TAPPAN-SPAULDING MEMORIAL LIBRARY;6 ROCK STREET;NEWARK VALLEY;13811;6076429960;5363;-76183144;42223347
NY;NY0155;2400604550;GEORGE P. & SUSAN PLATT CADY LIBRARY;42 RIVER STREET;NICHOLS;13812;6076993835;6248;-76366432;4202185
NY;NY0156;2400604910;COBURN FREE LIBRARY;275 MAIN STREET;OWEGO;13827;6076873520;33522;-76258743;42105448
NY;NY0157;2400606220;SPENCER LIBRARY;41 NORTH MAIN STREET;SPENCER;14883;6075894496;11960;-7649255;42211677
NY;NY0158;2400606880;WAVERLY FREE LIBRARY;18 ELIZABETH STREET;WAVERLY;14892;6075659341;72462;-76540712;4200191
NY;NY0159;2400612690;GROTON PUBLIC LIBRARY;112 EAST CORTLAND STREET;GROTON;13073;6078985055;23684;-76367597;42590688
NY;NY0160;2400613230;TOMPKINS COUNTY PUBLIC LIBRARY;101 EAST GREEN STREET;ITHACA;14850;6072724557;351624;-76498863;42438604
NY;NY0161;2400614510;NEWFIELD PUBLIC LIBRARY;198 MAIN STREET;NEWFIELD;14867;6075643594;15788;-76591523;42361572
NY;NY0162;2400616490;ULYSSES PHILOMATHIC LIBRARY;74 EAST MAIN STREET;TRUMANSBURG;14886;6073875623;42848;-76658495;42540919
NY;NY0164;2800030670;BROOME COUNTY PUBLIC LIBRARY;185 COURT STREET;BINGHAMTON;13901;6077786400;288576;-75906309;42100097
NY;NY0165;2800031750;DEPOSIT FREE LIBRARY;159 FRONT STREET;DEPOSIT;13754;6074672577;17472;-75425166;4206087
NY;NY0166;2800032150;GEORGE F. JOHNSON MEMORIAL LIBRARY;1001 PARK STREET;ENDICOTT;13760;6077575350;122905;-76051296;42098343
NY;NY0167;2800032225;FENTON FREE LIBRARY;1062 CHENANGO STREET;BINGHAMTON;13901;6077248649;17559;-75889335;42146369
NY;NY0168;2800033300;YOUR HOME PUBLIC LIBRARY;107 MAIN STREET;JOHNSON CITY;13790;6077974816;53766;-75949414;42112929
NY;NY0169;2800033630;LISLE FREE LIBRARY;8998 MAIN STREET;LISLE;13797;6076923115;4953;-76002549;4235076
NY;NY0170;2800034560;NINEVEH PUB LIB OF COLESVILLE TOWNSHIP;3029 NY STATE HWY 7;NINEVEH;13813;6076931858;3538;-75602481;42193803
NY;NY0171;2800036660;VESTAL PUBLIC LIBRARY;320 VESTAL PARKWAY EAST;VESTAL;13850;6077544243;80042;-76046928;42087755
NY;NY0172;2800037110;MARY WILCOX MEMORIAL LIBRARY;2630 MAIN STREET;WHITNEY POINT;13862;6076923159;11333;-75969562;42329064
NY;NY0173;2800080040;AFTON FREE LIBRARY;105 A MAIN STREET;AFTON;13730;6076391212;4524;-75528107;42225335
NY;NY0174;2800080410;BAINBRIDGE FREE LIBRARY;13 NORTH MAIN STREET;BAINBRIDGE;13733;6079675305;3153;-75478832;42293947
NY;NY0175;2800082640;MOORE MEMORIAL LIBRARY;59 GENESEE STREET;GREENE;13778;6076569349;28564;-75771235;42329993
NY;NY0176;2800084350;NEW BERLIN LIBRARY;15 SOUTH MAIN STREET;NEW BERLIN;13411;6078478564;14714;-75332216;42623942
NY;NY0177;2800084680;GUERNSEY MEMORIAL LIBRARY OF NORWICH;3 COURT STREET;NORWICH;13815;6073344034;116529;-75525195;42531657
NY;NY0178;2800084920;OXFORD MEMORIAL LIBRARY;8 FORT HILL PARK;OXFORD;13830;6078436146;21061;-75595634;42440913
NY;NY0179;2800086050;SHERBURNE PUBLIC LIBRARY;2 EAST STATE STREET;SHERBURNE;13460;6076744242;16742;-75498814;42678175
NY;NY0180;2800086140;SMYRNA PUBLIC LIBRARY;7 EAST MAIN STREET;SMYRNA;13464;6076276271;4460;-75570373;42687391
NY;NY0181;2800086180;SOUTH NEW BERLIN FREE LIBRARY;3320 STATE HIGHWAY 8;SOUTH NEW BERLIN;13843;6078592420;4281;-75384546;42530121
NY;NY0182;2800120210;ANDES PUBLIC LIBRARY;242 MAIN STREET;ANDES;13731;8456763333;5754;-74781194;42190841
NY;NY0183;2800123905;FAIRVIEW PUBLIC LIBRARY;43 WALNUT STREET;MARGARETVILLE;12455;8455863791;8835;-74649495;4214876
NY;NY0184;2800120780;BOVINA PUBLIC LIBRARY;33 MAPLE AVENUE;BOVINA CENTER;13740;6078324884;2527;-7478112;42262518
NY;NY0185;2800121720;CANNON FREE LIBRARY;40 ELM STREET;DELHI;13753;6077462662;14656;-749184;42274324
NY;NY0186;2800122270;SKENE MEMORIAL LIBRARY;1017 MAIN STREET;FLEISCHMANNS;12430;8452544581;3752;-74529004;42156611
NY;NY0187;2800122360;FRANKLIN FREE LIBRARY;334 MAIN STREET;FRANKLIN;13775;6078292941;4840;-75166084;42338862
NY;NY0188;2800122770;LOUISE ADELIA READ MEMORIAL LIBRARY;104 READ STREET;HANCOCK;13783;6076372519;14404;-75280961;41955958
NY;NY0189;2800125730;ROXBURY LIBRARY ASSOCIATION;53742 STATE HIGHWAY 30;ROXBURY;12474;6073267901;9023;-74563178;42286853
NY;NY0190;2800126090;SIDNEY MEMORIAL PUBLIC LIBRARY;8 RIVER STREET;SIDNEY;13838;6075631200;47044;-75393068;42315751
NY;NY0191;2800126280;STAMFORD VILLAGE LIBRARY;117 MAIN STREET;STAMFORD;12167;6076525001;14157;-74618714;42409391
NY;NY0192;2800126730;WILLIAM B. OGDEN FREE LIBRARY;42 GARDINER PLACE;WALTON;13856;6078655929;13674;-75128041;42169711
NY;NY0193;2800471310;CHERRY VALLEY MEMORIAL LIBRARY;61 MAIN STREET;CHERRY VALLEY;13320;6072648214;3590;-74750556;42797593
NY;NY0194;2800471540;VILLAGE LIBRARY OF COOPERSTOWN;22 MAIN STREET;COOPERSTOWN;13326;6075478344;13800;-74922451;42700103
NY;NY0196;2800472030;EDMESTON FREE LIBRARY;6 WEST STREET;EDMESTON;13335;6079658208;2028;-75244663;42697739
NY;NY0197;2800472490;GILBERTSVILLE FREE LIBRARY;17 COMMERCIAL STREET;GILBERTSVILLE;13776;6077832832;2890;-7532582;42471376
NY;NY0198;2800472810;KINNEY MEMORIAL LIBRARY;3140 COUNTY ROUTE 11;HARTWICK;13348;6072936600;8196;-7504572;4266016
NY;NY0199;2800474110;MILFORD FREE LIBRARY;64 SOUTH MAIN STREET;MILFORD;13807;6072869076;4770;-74945766;42590104
NY;NY0200;2800474260;MORRIS LIBRARY;152 MAIN STREET;MORRIS;13808;6072632080;4821;-75243144;42549176
NY;NY0201;2800474780;HUNTINGTON MEMORIAL LIBRARY;62 CHESTNUT STREET;ONEONTA;13820;6074321980;104812;-75064497;42453805
NY;NY0202;2800474890;HARRIS MEMORIAL LIBRARY;334 MAIN STREET;OTEGO;13825;6079886661;3803;-75174389;42396303
NY;NY0203;2800475570;RICHFIELD SPRINGS PUBLIC LIBRARY;102 MAIN STREET;RICHFIELD SPRINGS;13439;3158580230;9135;-74988841;42853969
NY;NY0205;2800476550;UNADILLA PUBLIC LIBRARY;193 MAIN STREET;UNADILLA;13849;6073693131;1827;-75315646;42324934
NY;NY0206;2800477200;WORCESTER FREE LIBRARY;168 MAIN STREET SUITE 2;WORCESTER;12197;6073977309;4062;-74748767;42592158
NY;NY0208;3200101260;CHATHAM PUBLIC LIBRARY;11 WOODBRIDGE AVENUE;CHATHAM;12037;5183923666;69762;-73602569;42361701
NY;NY0210;3200102485;GERMANTOWN LIBRARY;31 PALATINE PARK ROAD;GERMANTOWN;12526;5185375800;10998;-73886749;42137815
NY;NY0211;3200102960;ROELIFF JANSEN COMMUNITY LIBRARY ASSOCIATION;9091 STATE ROUTE 22;HILLSDALE;12529;5183254101;45116;-73517484;42169185
NY;NY0212;3200103080;HUDSON AREA ASSOCIATION LIBRARY;51 N. 5TH ST;HUDSON;12534;5188281792;97746;-73784895;42250913
NY;NY0213;3200103410;KINDERHOOK MEMORIAL LIBRARY;18 HUDSON STREET;KINDERHOOK;12106;5187586192;64158;-73696739;42393903
NY;NY0214;3200103680;LIVINGSTON FREE LIBRARY;90 OLD POST ROAD;LIVINGSTON;12541;5188512270;2291;-73714777;42116791
NY;NY0215;3200104385;NEW LEBANON LIBRARY;550 STATE ROUTE 20;NEW LEBANON;12125;5187948844;16639;-7339414;42465546
NY;NY0216;3200104600;NORTH CHATHAM FREE LIBRARY;4286 STATE ROUTE 203;NORTH CHATHAM;12132;5187663211;8000;-73632355;42474281
NY;NY0217;3200105090;PHILMONT PUBLIC LIBRARY;101 MAIN STREET;PHILMONT;12565;5186725010;21112;-73650029;42248917
NY;NY0218;3200106610;VALATIE FREE LIBRARY;1036 KINDERHOOK STREET;VALATIE;12184;5187589321;10610;-73683018;42412555
NY;NY0219;3200130170;AMENIA FREE LIBRARY;3309 ROUTE 343;AMENIA;12501;8453738273;15725;-73555602;41849836
NY;NY0220;3200130520;HOWLAND PUBLIC LIBRARY;313 MAIN STREET;BEACON;12508;8458311134;120000;-73970711;41505447
NY;NY0221;3200131820;DOVER PLAINS LIBRARY;1797 ROUTE 22;WINGDALE;12594;8458326605;36786;-73563018;4164792
NY;NY0222;3200131885;EAST FISHKILL PUBLIC LIBRARY DISTRICT;348 ROUTE 376;HOPEWELL JUNCTION;12533;8452219943;125374;-73807201;4157523
NY;NY0223;3200132250;BLODGETT MEMORIAL LIBRARY DISTRICT OF FISHKILL;37 BROAD STREET;FISHKILL;12524;8458969215;75613;-73902133;41533611
NY;NY0224;3200133140;HYDE PARK LIBRARY DISTRICT;2 MAIN STREET;HYDE PARK;12538;8452297791;48643;-73935792;41790254
NY;NY0225;3200134120;MILLBROOK LIBRARY;3 FRIENDLY LANE;MILLBROOK;12545;8456773611;36531;-73692101;41785639
NY;NY0226;3200134130;NORTH EAST- MILLERTON LIBRARY;75 MAIN STREET;MILLERTON;12546;5187893340;31365;-73507506;41953267
NY;NY0227;3200134990;PAWLING FREE LIBRARY;11 BROAD STREET;PAWLING;12564;8458553444;65055;-73602146;41563656
NY;NY0228;3200135160;PINE PLAINS FREE LIBRARY;7775 SOUTH MAIN STREET;PINE PLAINS;12567;5183981927;7800;-73656008;41977521
NY;NY0229;3200135210;PLEASANT VALLEY FREE LIBRARY;1584 MAIN STREET;PLEASANT VALLEY;12569;8456358460;75132;-73826001;41743962
NY;NY0230;3200135360;GREATER POUGHKEEPSIE LIBRARY DISTRICT;93 MARKET STREET;POUGHKEEPSIE;12601;8454853445;363985;-73930512;417009
NY;NY0231;3200135365;LAGRANGE ASSOCIATION LIBRARY;488 FREEDOM PLAINS ROAD;POUGHKEEPSIE;12603;8454523141;264264;-73854466;41680121
NY;NY0232;3200135370;BEEKMAN LIBRARY;11 TOWN CENTER BLVD;HOPEWELL JUNCTION;12533;8457243414;49182;-73693353;41630727
NY;NY0233;3200135500;RED HOOK PUBLIC LIBRARY;7444 SOUTH BROADWAY;RED HOOK;12571;8457583241;80785;-73876915;41993586
NY;NY0234;3200135540;STARR INSTITUTE;68 WEST MARKET STREET;RHINEBECK;12572;8458764030;102834;-73918055;41926808
NY;NY0235;3200135550;MORTON MEMORIAL LIBRARY AND COMMUNITY HOUSE;82 KELLY STREET;RHINECLIFF;12574;8458762903;10080;-73951122;41918959
NY;NY0236;3200136270;STAATSBURG LIBRARY;72 OLD POST ROAD;STAATSBURG;12580;8458894683;15702;-73928129;4185046
NY;NY0237;3200136290;STANFORD FREE LIBRARY;14 CREAMERY ROAD;STANFORDVILLE;12581;8458681341;18549;-73710899;41870084
NY;NY0238;3200136450;TIVOLI FREE LIBRARY;86 BROADWAY;TIVOLI;12583;8457573771;17806;-73912056;42059101
NY;NY0239;3200136760;GRINNELL PUBLIC LIBRARY DISTRICT;2642 EAST MAIN STREET;WAPPINGERS FALLS;12590;8452973428;82933;-73918823;41598411
NY;NY0240;3200190300;D.R. EVARTS LIBRARY;80 SECOND STREET;ATHENS;12015;5189451417;20993;-73812154;42261765
NY;NY0241;3200190970;CAIRO PUBLIC LIBRARY;15 RAILROAD AVE;CAIRO;12413;5186229864;37560;-73999426;42300501
NY;NY0242;3200191150;CATSKILL PUBLIC LIBRARY;1 FRANKLIN STREET;CATSKILL;12414;5189434230;54000;-73864217;4221782
NY;NY0243;3200191620;HEERMANCE MEMORIAL LIBRARY;1 ELY STREET;COXSACKIE;12051;5187318084;19263;-73797218;42351561
NY;NY0244;3200192660;GREENVILLE PUBLIC LIBRARY;8 NORTH STREET;GREENVILLE;12083;5189668205;59690;-74031868;42413512
NY;NY0245;3200192710;MOUNTAIN TOP LIBRARY;6093 MAIN STREET;TANNERSVILLE;12485;5185895707;19563;-74137555;42195536
NY;NY0246;3200193100;HUNTER PUBLIC LIBRARY;7965 MAIN STREET;HUNTER;12442;5182634655;6077;-74218432;42213076
NY;NY0247;3200197160;WINDHAM PUBLIC LIBRARY;5379 CHURCH STREET;WINDHAM;12496;5187344405;20504;-74269229;42305856
NY;NY0248;3200480820;BREWSTER PUBLIC LIBRARY;79 MAIN STREET;BREWSTER;10509;8452796421;47217;-73616464;41394453
NY;NY0249;3200481110;REED MEMORIAL LIBRARY;1733 ROUTE 6;CARMEL;10512;8452252439;42000;-7367793;41422033
NY;NY0250;3200481480;JULIA L. BUTTERFIELD MEMORIAL LIBRARY;10 MORRIS AVENUE;COLD SPRING;10516;8452653040;89902;-73955614;41420648
NY;NY0251;3200482455;ALICE CURTIS DESMOND & HAMILTON FISH LIB;472 ROUTE 403;GARRISON;10524;8454243020;45520;-73943248;4137583
NY;NY0252;3200483400;KENT PUBLIC LIBRARY;17 SYBILS CROSSING;KENT LAKES;10512;8452258585;87152;-73669762;41479526
NY;NY0254;3200484980;PATTERSON LIBRARY;1167 ROUTE 311;PATTERSON;12563;8458786121;66520;-73601947;41513658
NY;NY0255;3200485420;PUTNAM VALLEY FREE LIBRARY;30 OSCAWANA LAKE ROAD;PUTNAM VALLEY;10579;8455283242;27110;-73874348;41336887
NY;NY0256;3200622920;HIGHLAND PUBLIC LIBRARY;14 ELTING PLACE;HIGHLAND;12528;8456912275;34560;-73967207;4172227
NY;NY0257;3200623130;HURLEY LIBRARY DISTRICT;48 MAIN STREET;HURLEY;12443;8453382092;15302;-74063186;41925438
NY;NY0258;3200623420;KINGSTON LIBRARY;55 FRANKLIN STREET;KINGSTON;12401;8453310507;262526;-74010178;41929656
NY;NY0259;3200623430;TOWN OF ULSTER PUBLIC LIBRARY;860 ULSTER AVENUE;KINGSTON;12401;8453387881;115000;-73994412;41954438
NY;NY0260;3200623930;MARLBORO FREE LIBRARY;1251 ROUTE 9W;MARLBORO;12542;8452367272;147258;-73972456;41602348
